track_name,track_artist,track_album_name,track_popularity,energy,valence,danceability,acousticness,instrumentalness,tempo,track_href,uri,cluster_label
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",70,0.63,0.512,0.72,0.615,0.0,81.009,https://api.spotify.com/v1/tracks/2rOnSn2piaqLAlYjtfUBlY,spotify:track:2rOnSn2piaqLAlYjtfUBlY,Balanced / Versatile Mix
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",68,0.573,0.236,0.603,0.478,0.0,82.941,https://api.spotify.com/v1/tracks/72zHuDxFQTjbL51qJQSA7j,spotify:track:72zHuDxFQTjbL51qJQSA7j,Chill & Acoustic
Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),73,0.468,0.319,0.483,0.784,0.0,135.875,https://api.spotify.com/v1/tracks/1smFN2CLqGROu0J0UyvDfL,spotify:track:1smFN2CLqGROu0J0UyvDfL,Chill & Acoustic
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,70,0.519,0.415,0.562,0.557,0.000268,122.925,https://api.spotify.com/v1/tracks/3hkC9EHFZNQPXrtl8WPHnX,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,Chill & Acoustic
Khairiyat,"Pritam, Arijit Singh",Chhichhore,71,0.481,0.293,0.534,0.697,0.0,124.914,https://api.spotify.com/v1/tracks/5O932cZmzOZGOGZz9RHx20,spotify:track:5O932cZmzOZGOGZz9RHx20,Chill & Acoustic
505,Arctic Monkeys,Favourite Worst Nightmare,84,0.866,0.248,0.526,0.00287,7.78e-05,140.266,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,Intense Hits
Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!,68,0.903,0.791,0.562,0.000187,0.0939,132.009,https://api.spotify.com/v1/tracks/2WRFD9WczJ975X2K1Y9YVs,spotify:track:2WRFD9WczJ975X2K1Y9YVs,Feel-Good Hits
Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Random Access Memories,74,0.585,0.518,0.775,0.0422,0.619,109.942,https://api.spotify.com/v1/tracks/2cGxRwrMyEAp8dEbuZaVv6,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,Balanced / Versatile Mix
Are You Gonna Be My Girl,Jet,Get Born,72,0.957,0.603,0.606,0.00117,0.000295,105.105,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,Feel-Good Hits
Time to Pretend,MGMT,Oracular Spectacular,73,0.94,0.421,0.438,8.74e-05,0.0777,100.99,https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW,spotify:track:4iG2gAwKXsOcijVaVXzRPW,Intense Hits
Feel It Still,Portugal. The Man,Woodstock,81,0.795,0.754,0.801,0.0417,0.000113,79.028,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Feel-Good Hits
misses,Dominic Fike,14 minutes,80,0.509,0.586,0.578,0.13,0.734,119.945,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,Intense Hits
Too Sweet,Hozier,Unheard,79,0.62,0.934,0.741,0.0295,0.000809,117.038,https://api.spotify.com/v1/tracks/3HMY0r2BAdpasXMY8rseR0,spotify:track:3HMY0r2BAdpasXMY8rseR0,Feel-Good Hits
Wasted Summers,juju<3,Wasted Summers,78,0.643,0.472,0.633,0.106,0.00831,103.842,https://api.spotify.com/v1/tracks/43MifzVnh8W3jJN0xqU9jR,spotify:track:43MifzVnh8W3jJN0xqU9jR,Intense Hits
Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),78,0.593,0.429,0.565,0.0288,0.0,120.509,https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF,spotify:track:3SAga35lAPYdjj3qyfEsCF,Intense Hits
The Adults Are Talking,The Strokes,The New Abnormal,77,0.749,0.649,0.593,0.0113,0.106,164.959,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,Feel-Good Hits
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",77,0.518,0.877,0.815,0.223,0.0,151.891,https://api.spotify.com/v1/tracks/0uI7yAKUf52Cn7y3sYyjiX,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,Feel-Good Hits
This Charming Man - 2011 Remaster,The Smiths,The Smiths,77,0.846,0.751,0.611,0.00509,0.0,103.912,https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,Feel-Good Hits
Oysters In My Pocket,Royel Otis,Oysters In My Pocket,76,0.924,0.611,0.598,0.0205,0.799,168.017,https://api.spotify.com/v1/tracks/2B664ulJSVBd6B8SAY3Wux,spotify:track:2B664ulJSVBd6B8SAY3Wux,Feel-Good Hits
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,76,0.828,0.79,0.654,0.00146,0.000144,112.056,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,Feel-Good Hits
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,74,0.901,0.744,0.621,0.17,0.0,113.967,https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,Feel-Good Hits
THE SHADE,Rex Orange County,WHO CARES?,74,0.509,0.727,0.898,0.391,0.0,119.869,https://api.spotify.com/v1/tracks/1gH1h30wkQdd9zhY3j7a8T,spotify:track:1gH1h30wkQdd9zhY3j7a8T,Balanced / Versatile Mix
Time to Pretend,MGMT,Oracular Spectacular,73,0.94,0.421,0.438,8.74e-05,0.0777,100.99,https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW,spotify:track:4iG2gAwKXsOcijVaVXzRPW,Intense Hits
Vampire Empire,Big Thief,Vampire Empire,73,0.572,0.66,0.636,0.287,0.0,131.272,https://api.spotify.com/v1/tracks/0ToG55iJZCOzZkcpWbXxpW,spotify:track:0ToG55iJZCOzZkcpWbXxpW,Balanced / Versatile Mix
Her,The American Dawn,Her,73,0.603,0.527,0.66,0.00566,0.0144,102.99,https://api.spotify.com/v1/tracks/2vlkTkPqdATznKHu9gD2c1,spotify:track:2vlkTkPqdATznKHu9gD2c1,Balanced / Versatile Mix
Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",the record,72,0.798,0.307,0.502,0.00291,1.11e-05,126.976,https://api.spotify.com/v1/tracks/09DR0sHnQUhHOiSNttc1mv,spotify:track:09DR0sHnQUhHOiSNttc1mv,Intense Hits
Hell N Back,Bakar,Hell N Back,71,0.684,0.725,0.633,0.314,8.95e-05,209.688,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,Feel-Good Hits
Ghostride,Crumb,Jinx,71,0.351,0.451,0.665,0.516,0.819,87.057,https://api.spotify.com/v1/tracks/0R3TWpoxAhT3HDXM7tpRzS,spotify:track:0R3TWpoxAhT3HDXM7tpRzS,Chill & Acoustic
Someday,The Strokes,Is This It,69,0.521,0.679,0.539,0.00425,0.0,106.035,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,spotify:track:7hm4HTk9encxT0LYC0J6oI,Feel-Good Hits
Metamodernity,Vansire,Metamodernity,69,0.544,0.826,0.823,0.389,0.165,121.968,https://api.spotify.com/v1/tracks/4RGWHfQeJftd5XrP8JUgFj,spotify:track:4RGWHfQeJftd5XrP8JUgFj,Balanced / Versatile Mix
Breezeblocks,alt-J,An Awesome Wave,68,0.658,0.293,0.615,0.096,0.000911,150.093,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,spotify:track:3n69hLUdIsSa1WlRmjMZlW,Intense Hits
ROCKMAN,Mk.gee,ROCKMAN,68,0.501,0.961,0.781,0.66,3.78e-06,134.014,https://api.spotify.com/v1/tracks/63ABAnFKJCp28TAyqf2cGL,spotify:track:63ABAnFKJCp28TAyqf2cGL,Balanced / Versatile Mix
The Gambler,Kenny Rogers,The Gambler,73,0.501,0.858,0.668,0.342,0.0,87.086,https://api.spotify.com/v1/tracks/5KqldkCunQ2rWxruMEtGh0,spotify:track:5KqldkCunQ2rWxruMEtGh0,Balanced / Versatile Mix
Amarillo By Morning,George Strait,Strait From The Heart,70,0.361,0.621,0.606,0.264,3.39e-05,121.059,https://api.spotify.com/v1/tracks/4TnUKixNWMfajncgdSwFoi,spotify:track:4TnUKixNWMfajncgdSwFoi,Balanced / Versatile Mix
Mammas Don't Let Your Babies Grow up to Be Cowboys,"Waylon Jennings, Willie Nelson",Waylon & Willie,68,0.361,0.612,0.363,0.623,0.00119,187.711,https://api.spotify.com/v1/tracks/7nVQ8mo77KaUvhUQzh4vMy,spotify:track:7nVQ8mo77KaUvhUQzh4vMy,Chill & Acoustic
Open Arms (feat. Travis Scott),"SZA, Travis Scott",SOS,80,0.586,0.239,0.434,0.753,0.0144,78.259,https://api.spotify.com/v1/tracks/6koKhrBBcExADvWuOgceNZ,spotify:track:6koKhrBBcExADvWuOgceNZ,Chill & Acoustic
Pink + White,Frank Ocean,Blonde,87,0.545,0.549,0.545,0.667,5.48e-05,159.94,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Chill & Acoustic
Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",Freudian,84,0.364,0.436,0.524,0.808,0.0,75.24,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,Chill & Acoustic
My Boo,"USHER, Alicia Keys",Confessions (Expanded Edition),79,0.507,0.676,0.662,0.257,0.0,86.412,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,spotify:track:68vgtRHr7iZHpzGpon6Jlo,Balanced / Versatile Mix
Sure Thing,Miguel,All I Want Is You,85,0.607,0.498,0.684,0.0267,0.000307,81.001,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,Balanced / Versatile Mix
Snooze,SZA,SOS,86,0.551,0.392,0.559,0.141,0.0,143.008,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Intense Hits
If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,81,0.444,0.166,0.609,0.603,6.86e-06,118.402,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,Chill & Acoustic
Poison,Brent Faiyaz,Poison,78,0.394,0.382,0.689,0.711,0.000905,117.489,https://api.spotify.com/v1/tracks/5NijSs5dAwaIybq1GaRTIe,spotify:track:5NijSs5dAwaIybq1GaRTIe,Chill & Acoustic
Family Affair,Mary J. Blige,No More Drama,78,0.551,0.969,0.911,0.133,4.35e-05,92.887,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,Feel-Good Hits
With You,Chris Brown,Exclusive (Expanded Edition),74,0.693,0.655,0.662,0.134,0.0,86.009,https://api.spotify.com/v1/tracks/5Lgcn7u07bHuqbOtXkN62u,spotify:track:5Lgcn7u07bHuqbOtXkN62u,Balanced / Versatile Mix
Broken Clocks,SZA,Ctrl,80,0.684,0.406,0.692,0.131,0.0,112.912,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,Intense Hits
Girl With The Tattoo Enter.lewd,Miguel,All I Want Is You,79,0.239,0.127,0.372,0.856,0.000175,113.451,https://api.spotify.com/v1/tracks/1eUGmzzvahJjOSWgDHuRlv,spotify:track:1eUGmzzvahJjOSWgDHuRlv,Chill & Acoustic
Best Time,Brent Faiyaz,Larger Than Life,80,0.307,0.697,0.81,0.16,0.00298,92.995,https://api.spotify.com/v1/tracks/1zgHn1EqUyA0HqNYMdJ5ia,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,Balanced / Versatile Mix
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",I Used To Know Her,75,0.352,0.408,0.45,0.649,3.8e-06,102.679,https://api.spotify.com/v1/tracks/6oEVnWKgPqIEPc53OYDNqG,spotify:track:6oEVnWKgPqIEPc53OYDNqG,Chill & Acoustic
Foolish,Ashanti,Ashanti,72,0.695,0.707,0.665,0.347,0.0,90.119,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,Balanced / Versatile Mix
Fallin',Alicia Keys,Songs In A Minor,76,0.609,0.482,0.652,0.263,0.00101,95.986,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D,Balanced / Versatile Mix
Nobody Gets Me,SZA,SOS,84,0.284,0.276,0.358,0.805,0.0,99.796,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,Chill & Acoustic
Clouded,Brent Faiyaz,Fuck The World,78,0.344,0.581,0.583,0.774,0.0,65.203,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Chill & Acoustic
So Sick,Ne-Yo,In My Own Words,78,0.574,0.578,0.452,0.245,0.0,92.795,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,Balanced / Versatile Mix
The Boy Is Mine,"Brandy, Monica",Never Say Never,73,0.707,0.761,0.704,0.539,0.00106,93.145,https://api.spotify.com/v1/tracks/6sHsXIJoEN5JpdkGMQDJxt,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,Balanced / Versatile Mix
Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),71,0.612,0.57,0.536,0.119,0.0,86.768,https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,spotify:track:7DFnq8FYhHMCylykf6ZCxA,Balanced / Versatile Mix
Kill Bill,SZA,SOS,86,0.735,0.418,0.644,0.0521,0.144,88.98,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,Intense Hits
Forever Yours,Brent Faiyaz,Larger Than Life,77,0.503,0.789,0.646,0.00426,0.000279,137.007,https://api.spotify.com/v1/tracks/2JqkpMe2eJToJNHEqkJeCu,spotify:track:2JqkpMe2eJToJNHEqkJeCu,Feel-Good Hits
No One,Alicia Keys,No One (Remixes),76,0.552,0.152,0.641,0.027,4.63e-06,90.098,https://api.spotify.com/v1/tracks/0mZ5GyrHG908lqrHaTw4hi,spotify:track:0mZ5GyrHG908lqrHaTw4hi,Intense Hits
Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),76,0.698,0.352,0.59,0.000176,0.0,95.975,https://api.spotify.com/v1/tracks/030OCtLMrljNhp8OWHBWW3,spotify:track:030OCtLMrljNhp8OWHBWW3,Intense Hits
Sativa,"Jhené Aiko, Swae Lee",Trip,76,0.61,0.72,0.741,0.316,0.0,125.99,https://api.spotify.com/v1/tracks/2pg2TiYo9Rb8KeB5JjP7jS,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,Balanced / Versatile Mix
Always On Time,"Ja Rule, Ashanti",Pain Is Love,72,0.705,0.837,0.838,0.195,0.0,96.644,https://api.spotify.com/v1/tracks/2hNf1rawV2XAZ6Jld2Fxwf,spotify:track:2hNf1rawV2XAZ6Jld2Fxwf,Feel-Good Hits
ALL MINE,Brent Faiyaz,WASTELAND,76,0.378,0.22,0.617,0.428,9.16e-05,141.967,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,spotify:track:3XgGQ1wjo5khvq2UImjyNF,Chill & Acoustic
Heart Of A Woman,Summer Walker,Heart Of A Woman,74,0.43,0.472,0.716,0.482,0.0,129.93,https://api.spotify.com/v1/tracks/2oVVaVY0LkzwAYYcyzon6Z,spotify:track:2oVVaVY0LkzwAYYcyzon6Z,Balanced / Versatile Mix
U Remind Me,USHER,8701,69,0.629,0.726,0.657,0.194,0.0,93.985,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,Balanced / Versatile Mix
Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",Sail Out,75,0.493,0.308,0.347,0.455,0.00366,82.887,https://api.spotify.com/v1/tracks/5nkUIVKqOqdpB6ApKgEMkv,spotify:track:5nkUIVKqOqdpB6ApKgEMkv,Chill & Acoustic
Love Galore (feat. Travis Scott),"SZA, Travis Scott",Ctrl,77,0.594,0.409,0.795,0.112,0.0,135.002,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs,Balanced / Versatile Mix
Been Away,Brent Faiyaz,Fuck The World,75,0.5,0.395,0.602,0.477,5.69e-05,132.798,https://api.spotify.com/v1/tracks/5PvVkf1Yuq3XyMqqjPiKPd,spotify:track:5PvVkf1Yuq3XyMqqjPiKPd,Chill & Acoustic
No Love (with SZA),"Summer Walker, SZA",Still Over It,72,0.618,0.517,0.707,0.17,0.0,133.876,https://api.spotify.com/v1/tracks/08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk,Balanced / Versatile Mix
Burn,USHER,Confessions (Expanded Edition),70,0.477,0.685,0.796,0.314,0.0,119.928,https://api.spotify.com/v1/tracks/7z3N2W7Xz1t2G2sAO8wFVH,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,Balanced / Versatile Mix
Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),77,0.681,0.707,0.673,0.52,0.0,171.864,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,Balanced / Versatile Mix
Let Me Love You,Mario,Turning Point,75,0.588,0.617,0.686,0.178,0.0,94.519,https://api.spotify.com/v1/tracks/7GaFYUqP2WdR4KTPk7cXoP,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,Balanced / Versatile Mix
Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",Larger Than Life,75,0.5,0.886,0.856,0.487,0.0,135.03,https://api.spotify.com/v1/tracks/5iwUwADk4uQUvgMF6PlTRl,spotify:track:5iwUwADk4uQUvgMF6PlTRl,Balanced / Versatile Mix
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",While We Wait,73,0.725,0.291,0.61,0.367,0.0,146.163,https://api.spotify.com/v1/tracks/6ZRuF2n1CQxyxxAAWsKJOy,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,Intense Hits
U Got It Bad,USHER,8701,69,0.5,0.649,0.816,0.0227,1.53e-06,124.037,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,Balanced / Versatile Mix
You,"Lloyd, Lil Wayne",Street Love,73,0.876,0.706,0.412,0.102,0.0,130.21,https://api.spotify.com/v1/tracks/5Y77SQxEr1eiofPeUTPHxM,spotify:track:5Y77SQxEr1eiofPeUTPHxM,Feel-Good Hits
Because Of You,Ne-Yo,Because Of You,74,0.538,0.832,0.81,0.53,0.0,109.97,https://api.spotify.com/v1/tracks/6CFPFnS9EcLs2I0nWqtWci,spotify:track:6CFPFnS9EcLs2I0nWqtWci,Balanced / Versatile Mix
Trust,Brent Faiyaz,Lost,75,0.394,0.465,0.764,0.231,9.37e-05,92.009,https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR,spotify:track:0oufSLnKQDoBFX5mgkDCgR,Balanced / Versatile Mix
Dilemma,"Nelly, Kelly Rowland",Nellyville,77,0.552,0.607,0.727,0.226,0.00016,168.19,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,Balanced / Versatile Mix
Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Here I Stand,74,0.712,0.346,0.573,0.0572,0.0,140.012,https://api.spotify.com/v1/tracks/5j0McHPthKpOXRr3fBq8M0,spotify:track:5j0McHPthKpOXRr3fBq8M0,Intense Hits
Adorn,Miguel,Kaleidoscope Dream (Deluxe Version),68,0.576,0.235,0.625,0.0543,4.07e-05,179.063,https://api.spotify.com/v1/tracks/5hJFhO9dvhJoDvUZZ9iWSw,spotify:track:5hJFhO9dvhJoDvUZZ9iWSw,Intense Hits
The Weekend,SZA,Ctrl,73,0.366,0.161,0.4,0.242,0.0,73.313,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,spotify:track:6gU9OKjOE7ghfEd55oRO57,Chill & Acoustic
Rehab (Winter In Paris),Brent Faiyaz,Fuck The World,71,0.242,0.286,0.549,0.809,8.1e-05,144.211,https://api.spotify.com/v1/tracks/0zWbYGQq5O1KQd0iqzgjP6,spotify:track:0zWbYGQq5O1KQd0iqzgjP6,Chill & Acoustic
Language,"Paperboy Fabe, Brent Faiyaz",Language,77,0.721,0.77,0.62,0.0422,0.0075,169.904,https://api.spotify.com/v1/tracks/4RnvS1tmh1ERhjXX6dxv95,spotify:track:4RnvS1tmh1ERhjXX6dxv95,Feel-Good Hits
Confessions Part II,USHER,Confessions (Expanded Edition),68,0.467,0.702,0.845,0.0586,0.0,138.007,https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,Balanced / Versatile Mix
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,86,0.635,0.446,0.617,0.0498,1.44e-05,103.019,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,Intense Hits
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),84,0.939,0.53,0.671,0.191,0.0,129.024,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Feel-Good Hits
Let Me Love You,"DJ Snake, Justin Bieber",Encore,83,0.715,0.159,0.475,0.0863,2.67e-05,199.892,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Intense Hits
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,82,0.823,0.418,0.646,0.213,0.0,128.035,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Intense Hits
The Nights,Avicii,The Days / Nights,82,0.835,0.654,0.527,0.0166,0.0,125.983,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Feel-Good Hits
Ride It,Regard,Ride It,80,0.751,0.884,0.88,0.177,6.43e-05,117.948,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Feel-Good Hits
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Me 4 U,80,0.685,0.603,0.782,0.166,1.18e-05,118.02,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,Balanced / Versatile Mix
Closer,"The Chainsmokers, Halsey",Closer,84,0.524,0.661,0.748,0.414,0.0,95.01,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Balanced / Versatile Mix
Faded,Alan Walker,Different World,80,0.627,0.159,0.468,0.0281,7.97e-06,179.642,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,Intense Hits
Summer,Calvin Harris,Motion,81,0.856,0.743,0.596,0.0211,0.0178,127.949,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,Feel-Good Hits
In My Mind,"Dynoro, Gigi D'Agostino",In My Mind,80,0.77,0.163,0.694,0.176,1.1e-05,125.905,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Intense Hits
Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),82,0.963,0.788,0.581,0.0295,0.0,129.992,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Feel-Good Hits
Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),80,0.787,0.301,0.604,0.0679,0.15,126.062,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,spotify:track:0TDLuuLlV54CkRRUOahJb4,Intense Hits
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",79,0.714,0.71,0.664,0.0353,8.42e-06,101.969,https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8,spotify:track:0vbtURX4qv1l7besfwmnD8,Feel-Good Hits
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar,78,0.815,0.636,0.636,0.0185,0.0,123.063,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,spotify:track:5tf1VVWniHgryyumXyJM7w,Feel-Good Hits
Waiting For Love,Avicii,Stories,78,0.736,0.613,0.579,0.31,0.0,127.999,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,spotify:track:2P4OICZRVAQcYAV2JReRfj,Balanced / Versatile Mix
On The Floor,"Jennifer Lopez, Pitbull",Love?,78,0.777,0.575,0.73,0.105,0.000486,130.003,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,spotify:track:3C0nOe05EIt1390bVABLyN,Feel-Good Hits
Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,80,0.869,0.425,0.533,0.156,0.00538,159.805,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Intense Hits
Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,79,0.857,0.348,0.414,0.0287,0.00574,128.024,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,Intense Hits
